player_id,team_id,league_id,pitching_ratings_overall_stuff,pitching_ratings_overall_control,pitching_ratings_overall_movement,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_control,pitching_ratings_vsr_movement,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_control,pitching_ratings_vsl_movement,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_control,pitching_ratings_talent_movement,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
6558,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,133
6559,0,0,33,22,75,0,0,0,34,22,75,0,0,0,32,22,75,0,0,0,58,106,163,0,0,0,54,28,19,0,0,1,0,0,0,0,0,0,76,59,46,0,0,22,0,0,0,0,0,0,9,220,44,83
6560,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,95
6561,0,0,28,1,75,10,15,30,29,1,75,10,15,30,27,1,75,10,15,30,57,147,143,0,1,0,48,0,0,0,47,1,0,0,0,47,0,0,65,0,0,0,79,59,0,0,0,79,0,0,8,204,49,126
6562,0,0,44,25,75,0,0,0,46,25,75,0,0,0,43,25,75,0,0,0,48,100,167,0,3,0,57,32,0,0,0,5,0,0,0,0,0,0,61,41,0,0,0,13,0,0,0,0,0,0,9,23,48,120
6563,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,156
6564,0,0,43,25,75,0,0,0,44,26,75,0,0,0,42,24,75,0,0,0,72,106,152,0,3,0,60,0,21,0,0,0,0,0,0,55,0,0,78,0,44,0,0,0,0,0,0,86,0,0,10,20,49,105
6565,0,0,45,25,82,0,0,0,47,25,82,0,0,0,44,25,82,0,0,0,112,78,112,0,6,0,0,0,38,0,0,0,69,0,0,0,0,0,0,0,136,0,0,0,112,0,0,0,0,0,10,9,50,75
6566,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,92
6567,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,127
6568,0,0,45,25,75,0,0,0,47,25,75,0,0,0,44,25,75,0,0,0,98,87,124,0,9,0,0,45,0,0,0,0,0,62,0,0,0,0,0,115,0,0,0,0,0,106,0,0,0,0,10,10,45,143
6569,0,0,11,1,75,10,15,30,11,1,74,10,15,30,11,1,75,10,15,30,25,1,75,0,7,0,0,10,0,0,0,0,0,0,0,27,0,0,0,29,0,0,0,0,0,0,0,43,0,0,3,11,50,192
6570,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,45
6571,0,0,49,25,75,0,0,0,50,25,75,0,0,0,47,25,75,0,0,0,74,99,167,0,6,0,60,0,0,0,0,0,0,55,0,0,0,0,82,0,0,0,0,0,0,99,0,0,0,0,10,18,47,83
6572,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,162
6573,0,0,39,25,81,0,0,0,39,25,81,0,0,0,39,25,81,0,0,0,39,25,81,0,14,0,54,0,19,0,0,0,0,0,0,53,0,0,54,0,19,0,0,0,0,0,0,53,0,0,9,1,60,149
6574,0,0,43,25,82,0,0,0,42,25,82,0,0,0,45,26,83,0,0,0,46,98,164,0,0,0,60,0,21,0,0,1,63,0,0,0,0,0,64,0,34,0,0,11,100,0,0,0,0,0,10,24,45,190
6575,0,0,6,3,72,10,15,30,6,3,72,10,15,30,6,3,72,10,15,30,6,3,73,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,1,51,0
6576,0,0,6,2,74,10,15,30,6,2,74,10,15,30,6,2,74,10,15,30,6,5,76,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,55,0
6577,0,0,41,25,75,0,0,0,41,25,75,0,0,0,41,25,74,0,0,0,72,144,160,0,6,0,57,0,24,0,53,0,0,0,0,0,0,0,83,0,68,0,87,0,0,0,0,0,0,0,9,1,42,121
6578,0,0,46,25,75,0,0,0,45,25,75,0,0,0,48,25,75,0,0,0,57,40,95,0,7,0,62,0,36,0,0,0,0,0,0,0,0,0,69,0,54,0,0,0,0,0,0,0,0,0,9,16,50,129
6579,0,0,46,25,75,0,0,0,47,25,75,0,0,0,44,25,75,0,0,0,101,97,134,0,5,0,59,38,0,0,0,0,0,0,0,0,0,0,100,122,0,0,0,0,0,0,0,0,0,0,9,14,47,93
6580,0,0,43,25,75,0,0,0,42,24,75,0,0,0,45,26,75,0,0,0,83,84,105,0,3,0,0,0,50,0,65,0,0,0,0,0,0,0,0,0,99,0,91,0,0,0,0,0,0,0,9,16,44,155
6581,0,0,45,25,75,0,0,0,45,26,75,0,0,0,45,24,75,0,0,0,84,81,105,0,3,0,0,0,38,0,0,0,0,0,0,63,0,0,0,0,95,0,0,0,0,0,0,93,0,0,10,16,44,12
6582,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,55
6583,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,126
6584,0,0,46,25,83,0,0,0,46,25,83,0,0,0,46,25,82,0,0,0,46,33,103,0,14,0,0,0,38,0,0,0,70,0,0,0,0,0,0,0,38,0,0,0,73,0,0,0,0,0,10,16,43,94
6585,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,122
6586,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,126
6587,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,10
6588,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,154
6589,0,0,37,22,75,0,0,0,37,22,75,0,0,0,39,22,75,0,0,0,37,97,166,0,0,0,60,31,21,0,0,1,0,0,0,0,0,0,60,31,21,0,0,1,0,0,0,0,0,0,10,205,46,110
6590,0,0,44,25,83,0,0,0,44,25,83,0,0,0,44,25,83,0,0,0,65,140,165,0,6,0,54,28,19,0,0,0,61,0,0,0,0,19,62,57,44,0,0,0,108,0,0,0,0,26,9,13,51,98
6591,0,0,12,1,77,10,15,30,12,1,77,10,15,30,12,1,77,10,15,30,33,1,77,0,7,0,18,0,7,0,0,0,0,0,0,0,0,0,34,0,51,0,0,0,0,0,0,0,0,0,3,16,57,34
6592,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,151
6593,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,61
6594,0,0,36,25,75,0,0,0,36,24,75,0,0,0,38,26,75,0,0,0,95,46,143,0,2,0,51,31,0,0,0,7,0,51,0,0,0,0,78,104,0,0,0,74,0,99,0,0,0,0,8,12,49,124
6595,0,0,105,120,88,0,2,6,106,121,89,0,2,6,104,119,88,0,2,6,105,120,93,0,5,0,110,95,0,0,0,0,0,102,0,0,0,0,110,95,0,0,0,0,0,102,0,0,0,0,8,8,43,18
6596,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,29
6597,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,72
6598,0,0,45,25,83,0,0,0,45,26,83,0,0,0,45,24,82,0,0,0,60,96,169,0,8,0,0,0,38,0,0,0,69,0,0,0,0,0,0,0,60,0,0,0,111,0,0,0,0,0,10,16,48,74
6599,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,63
6600,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,158
6601,0,0,13,1,75,10,15,30,13,1,75,10,15,30,13,1,74,10,15,30,18,1,75,0,7,0,18,10,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,3,21,42,129
6602,0,0,42,25,75,0,0,0,44,26,75,0,0,0,41,24,75,0,0,0,89,81,105,0,3,0,59,0,27,0,0,9,0,0,0,0,0,0,97,0,91,0,0,70,0,0,0,0,0,0,9,1,44,105
6603,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,138
6604,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,134
6605,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,111
6606,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,129
6607,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,103
6608,0,0,9,1,75,10,15,30,9,1,75,10,15,30,9,1,74,10,15,30,47,85,160,0,11,0,18,0,0,0,0,1,0,0,0,0,0,0,61,0,0,0,0,67,0,0,0,0,0,0,3,23,42,191
6609,0,0,54,65,100,0,3,6,54,66,100,0,3,6,53,63,99,0,3,6,67,96,108,0,4,0,58,16,52,0,0,16,0,0,0,53,0,0,66,25,70,0,0,34,0,0,0,66,0,0,5,7,55,135
6610,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,46
6611,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,46
6612,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,146
6613,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,93
6614,0,0,36,22,82,0,0,0,36,22,82,0,0,0,38,22,83,0,0,0,74,140,155,0,4,0,54,28,19,0,0,1,60,0,0,0,0,0,86,38,72,0,0,32,105,0,0,0,0,0,9,156,49,140
6615,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,174
6616,0,0,39,25,75,0,0,0,40,25,75,0,0,0,38,25,75,0,0,0,91,76,105,0,3,0,54,0,19,0,0,0,0,0,0,51,0,0,98,0,93,0,0,0,0,0,0,86,0,0,9,1,47,15
6617,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,139
6618,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,65
6619,0,0,38,22,82,0,0,0,38,22,82,0,0,0,40,22,83,0,0,0,78,94,150,0,2,0,60,0,21,0,0,0,63,0,0,0,0,0,99,0,86,0,0,0,109,0,0,0,0,0,10,66,49,153
6620,0,0,33,22,75,0,0,0,33,21,75,0,0,0,35,23,75,0,0,0,85,104,157,0,3,0,57,32,0,0,0,5,0,0,0,0,0,0,95,111,0,0,0,78,0,0,0,0,0,0,9,170,46,184
6621,0,0,10,1,75,10,15,30,10,1,75,10,15,30,10,1,75,10,15,30,18,1,75,0,7,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,20,0,0,0,0,0,0,34,0,0,3,21,50,6
6622,0,0,6,6,73,10,15,30,6,6,74,10,15,30,6,6,73,10,15,30,6,6,74,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,48,0
6623,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,106
6624,0,0,50,25,75,0,0,0,50,24,74,0,0,0,52,26,75,0,0,0,93,118,148,0,2,0,66,34,23,0,0,1,0,0,0,0,0,0,102,88,52,0,0,59,0,0,0,0,0,0,11,13,47,195
6625,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,60
6626,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,175
6627,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,141
6628,0,0,44,25,75,0,0,0,44,26,76,0,0,0,44,24,75,0,0,0,44,75,167,0,12,0,48,0,40,0,47,0,0,0,0,0,0,0,48,0,40,0,61,0,0,0,0,0,0,0,5,18,48,148
6629,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,93
6630,0,0,33,22,75,0,0,0,34,22,75,0,0,0,32,21,75,0,0,0,75,154,148,0,3,0,54,28,19,0,0,0,0,0,0,0,0,0,94,73,87,0,0,0,0,0,0,0,0,0,9,186,44,4
6631,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,100
6632,0,0,45,25,82,0,0,0,44,24,82,0,0,0,47,26,83,0,0,0,104,56,170,0,3,0,0,0,40,0,0,0,67,0,0,0,0,0,0,0,128,0,0,0,130,0,0,0,0,0,9,15,49,170
6633,0,0,39,93,107,5,8,3,40,96,108,5,8,3,38,90,105,5,8,3,57,99,107,0,7,0,37,37,0,0,42,0,61,0,0,0,0,0,46,60,0,0,51,0,73,0,0,0,0,0,5,7,51,25
6634,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,97
6635,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,167
6636,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,126
6637,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,51
6638,0,0,41,25,75,0,0,0,41,26,75,0,0,0,41,24,74,0,0,0,84,118,143,0,4,0,54,28,19,0,0,1,0,0,0,0,0,0,90,82,65,0,0,37,0,0,0,0,0,0,9,17,50,48
6639,0,0,6,6,75,10,15,30,6,6,75,10,15,30,6,6,75,10,15,30,6,6,75,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,52,0
6640,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,10
6641,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,4
6642,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,38
6643,0,0,43,25,75,0,0,0,42,24,74,0,0,0,45,26,76,0,0,0,43,33,75,0,7,0,0,0,49,0,65,0,0,0,0,0,0,0,0,0,49,0,65,0,0,0,0,0,0,0,9,11,33,130
6644,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,54,171
6645,0,0,33,22,75,0,0,0,33,22,75,0,0,0,35,22,75,0,0,0,46,149,158,0,4,0,63,0,25,0,0,4,0,0,0,0,0,0,74,0,44,0,0,23,0,0,0,0,0,0,10,220,41,163
6646,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,74
6647,0,0,45,25,82,0,0,0,47,26,83,0,0,0,44,24,82,0,0,0,56,86,175,0,7,0,0,0,40,0,0,0,67,0,0,0,0,0,0,0,57,0,0,0,109,0,0,0,0,0,9,17,52,27
6648,0,0,33,22,75,0,0,0,33,22,75,0,0,0,33,22,75,0,0,0,40,113,163,0,4,0,64,0,30,0,0,8,0,0,0,0,0,0,69,0,41,0,0,17,0,0,0,0,0,0,10,175,44,131
6649,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,51
6650,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,74,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,50,84
6651,0,0,46,25,75,0,0,0,46,25,75,0,0,0,46,25,75,0,0,0,79,108,130,0,3,0,62,0,36,0,0,0,0,0,0,0,0,0,84,0,89,0,0,0,0,0,0,0,0,0,9,24,43,26
6652,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,152
6653,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,49,90
6654,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,136
6655,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,71
6656,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,115
6657,0,0,45,25,75,0,0,0,47,25,75,0,0,0,44,25,75,0,0,0,45,54,75,0,7,0,61,31,0,0,0,0,0,0,0,0,0,0,61,31,0,0,0,0,0,0,0,0,0,0,10,21,56,115
6658,0,0,42,25,75,0,0,0,41,25,75,0,0,0,44,25,75,0,0,0,74,125,110,0,2,0,54,28,0,0,0,1,0,51,0,0,0,0,73,77,0,0,0,47,0,82,0,0,0,0,9,3,46,164
6659,0,0,43,25,75,0,0,0,45,26,75,0,0,0,42,24,74,0,0,0,43,33,95,0,7,0,0,0,50,0,65,0,0,0,0,0,0,0,0,0,50,0,65,0,0,0,0,0,0,0,9,11,40,121
6660,0,0,51,61,92,0,0,0,50,60,91,0,0,0,53,62,92,0,0,0,51,62,98,0,5,0,0,0,49,0,0,0,0,0,0,68,0,0,0,0,49,0,0,0,0,0,0,68,0,0,9,9,49,101
6661,0,0,46,25,83,0,0,0,46,26,83,0,0,0,46,24,82,0,0,0,46,54,103,0,0,0,0,0,38,0,0,0,70,0,0,0,0,0,0,0,38,0,0,0,73,0,0,0,0,0,10,21,41,94
6662,0,0,39,25,82,0,0,0,39,25,83,0,0,0,39,25,82,0,0,0,43,125,164,0,17,0,54,0,19,0,0,0,60,0,0,0,0,0,58,0,25,0,0,0,95,0,0,0,0,0,9,24,45,99
6663,0,0,45,25,75,0,0,0,45,26,75,0,0,0,45,24,75,0,0,0,45,26,95,0,7,0,61,0,32,0,0,0,0,0,0,0,0,0,61,0,32,0,0,0,0,0,0,0,0,0,9,16,44,37
6664,0,0,6,4,73,10,15,30,6,4,73,10,15,30,6,4,73,10,15,30,6,5,74,0,7,0,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,1,51,0
6665,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,53
6666,0,0,33,22,83,0,0,0,33,22,83,0,0,0,33,21,83,0,0,0,46,130,165,0,2,0,0,0,28,0,0,0,64,0,0,0,0,25,0,0,46,0,0,0,105,0,0,0,0,40,9,80,56,103
6667,0,0,46,25,83,0,0,0,45,25,82,0,0,0,48,26,83,0,0,0,46,25,83,0,7,0,0,0,38,0,0,0,70,0,0,0,0,0,0,0,38,0,0,0,70,0,0,0,0,0,10,11,38,149
6668,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,51,141
6669,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,109
6670,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,53,170
6671,0,0,33,22,75,0,0,0,33,22,75,0,0,0,33,22,75,0,0,0,50,87,161,0,6,0,51,0,0,41,0,28,0,0,0,0,0,0,58,0,0,64,0,52,0,0,0,0,0,0,7,191,43,162
6672,0,0,35,22,75,0,0,0,36,22,75,0,0,0,34,22,74,0,0,0,71,104,157,0,6,0,54,28,0,0,0,0,0,51,0,0,0,0,90,80,0,0,0,0,0,91,0,0,0,0,9,80,40,96
6673,0,0,72,25,75,0,0,0,74,26,75,0,0,0,71,24,75,0,0,0,112,116,138,0,6,0,90,46,0,0,0,1,0,0,0,75,0,0,118,77,0,0,0,27,0,0,0,111,0,0,15,15,49,128
6674,0,0,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,52,118
6675,0,0,6,1,75,10,15,30,6,1,76,10,15,30,6,1,75,10,15,30,6,1,75,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,1,48,3
